Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price
Crucial Ballistix RGB 32 GB,DDR4-3600,2 x 16GB,8.889 ns,16,,Red,4,3,0
G.Skill Trident Z Royal 64 GB,DDR4-3200,2 x 32GB,10 ns,16,,Gold,0,0,0
G.Skill Trident Z Royal 32 GB,DDR4-4000,4 x 8GB,7.5 ns,15,,Silver,0,0,0
Corsair Vengeance LPX 32 GB,DDR4-4600,4 x 8GB,7.826 ns,18,,Black / Yellow,0,0,0
G.Skill Ripjaws V 32 GB,DDR4-4000,4 x 8GB,7.5 ns,15,,Black,0,0,0
G.Skill Ripjaws V 64 GB,DDR4-4000,8 x 8GB,7.5 ns,15,,Black,0,0,0
GeIL GeIL EVO POTENZA 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model GPB416GB3600C18ADC 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,Black,0,0,0
PNY Performance 16 GB,DDR4-2666,1 x 16GB,14.254 ns,19,$6.805,Black,0,0,$108.88
Corsair Vengeance RGB Pro 32 GB,DDR4-3200,4 x 8GB,10 ns,16,,Black,0,0,0
Kingston HyperX Impact 8 GB,DDR4-2400,1 x 8GB,11.667 ns,14,,Black / Silver,0,0,0
Corsair Vengeance LPX 16 GB,DDR4-3600,2 x 8GB,10.556 ns,19,,Black / Yellow,0,0,0
G.Skill Trident Z Neo 128 GB,DDR4-3600,4 x 32GB,10 ns,18,,Silver / Black,0,0,0
OLOy MD4U163016BBSA 16 GB,DDR4-3000,1 x 16GB,10.667 ns,16,,Black / Red,0,0,0
ADATA XPG GAMMIX D10 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,0,0,0
ADATA XPG SPECTRIX D50 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,0,0,0
Corsair Dominator Platinum RGB 32 GB,DDR4-4000,4 x 8GB,9.5 ns,19,,White,5,1,0
G.Skill Ripjaws V 16 GB,DDR4-4000,2 x 8GB,8.5 ns,17,,Black,0,0,0
G.Skill Ripjaws V 16 GB,DDR4-4400,2 x 8GB,7.273 ns,16,,Black,0,0,0
G.Skill Ripjaws V 32 GB,DDR4-4266,2 x 16GB,7.97 ns,17,,Black,0,0,0
Neo Forza NMUD480E82-3200DB21 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black,0,0,0
ADATA XPG GAMMIX D20 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,5,1,0
G.Skill Trident Z Royal 16 GB,DDR4-4266,2 x 8GB,7.97 ns,17,,Silver,0,0,0
Kingston HyperX 256 GB,DDR4-3200,8 x 32GB,10 ns,16,,Black,0,0,0
Kingston HyperX Fury 64 GB,DDR4-3600,4 x 16GB,10 ns,18,,Black,0,0,0
Kingston HyperX 16 GB,DDR4-4800,2 x 8GB,7.917 ns,19,,Black,0,0,0
Apacer AU 16 GB,DDR4-2400,1 x 16GB,14.167 ns,17,,Black,0,0,0
Apacer AU 8 GB,DDR4-2133,1 x 8GB,14.065 ns,15,,Black,0,0,0
Apacer AS 8 GB,DDR4-2666,1 x 8GB,14.254 ns,19,,Black,0,0,0
Klevv CRAS X RGB 16 GB,DDR4-4000,2 x 8GB,9.5 ns,19,,Black,0,0,0
Kingston HyperX Predator 32 GB,DDR3-1866,4 x 8GB,9.646 ns,9,,Black,0,0,0
G.Skill Trident Z Royal 32 GB,DDR4-4000,2 x 16GB,7 ns,14,,Silver / Black,0,0,0
G.Skill Trident Z Royal 32 GB,DDR4-4000,2 x 16GB,7 ns,14,,Black / Black,0,0,0
Silicon Power SU016GBLFU266BD2J6 16 GB,DDR4-2666,2 x 8GB,14.254 ns,19,,Gray,0,0,0
Corsair Vengeance RGB RT 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,White / Black,4,3,0
OLOy Blade RGB 16 GB,DDR4-3600,2 x 8GB,7.778 ns,14,,Silver,0,0,0
TEAMGROUP T-Force Xtreem ARGB 16 GB,DDR4-3600,2 x 8GB,7.778 ns,14,,White,0,0,0
Corsair Vengeance 32 GB,DDR5-5200,2 x 16GB,14.615 ns,38,,White / Gray,0,0,0
OLOy Blade 32 GB,DDR5-4800,2 x 16GB,16.667 ns,40,,Black / Silver,0,0,0
Acer Predator Apollo RGB 32 GB,DDR4-3600,2 x 16GB,7.778 ns,14,,Silver / Black,0,0,0
Acer Predator Apollo RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,Silver / Black,0,0,0
Acer Predator Talos 16 GB,DDR4-2666,2 x 8GB,13.503 ns,18,,White / Black,0,0,0
G.Skill Trident Z5 RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Silver / Black,0,0,0
G.Skill Trident Z Royal Elite 64 GB,DDR4-3600,4 x 16GB,7.778 ns,14,,Silver,0,0,0
G.Skill Trident Z Royal Elite 64 GB,DDR4-3600,4 x 16GB,8.889 ns,16,,Silver,0,0,0
Corsair Dominator Platinum RGB 32 GB,DDR5-4800,2 x 16GB,14.167 ns,34,,Black,0,0,0
G.Skill Ripjaws V 32 GB,DDR4-3600,4 x 8GB,7.778 ns,14,,Black,0,0,0
G.Skill Ripjaws V 16 GB,DDR4-4800,2 x 8GB,7.917 ns,19,,Black,0,0,0
G.Skill Trident Z Royal 256 GB,DDR4-2666,8 x 32GB,14.254 ns,19,,Gold,0,0,0
G.Skill Trident Z Neo 16 GB,DDR4-4000,2 x 8GB,7 ns,14,,Black / White,0,0,0
G.Skill TridentZ RGB 128 GB,DDR4-2666,4 x 32GB,14.254 ns,19,,Black,0,0,0
Corsair Vengeance RGB RT 256 GB,DDR4-3200,8 x 32GB,10 ns,16,,Black,0,0,0
HP V10 RGB 16 GB,DDR4-3600,2 x 8GB,7.778 ns,14,,Silver / Black,0,0,0
HP V8 RGB 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black / Silver,0,0,0
Kingston FURY Renegade 16 GB,DDR4-3600,1 x 16GB,8.889 ns,16,,Black,0,0,0
Kingston FURY 32 GB,DDR4-2400,2 x 16GB,12.5 ns,15,,Black,0,0,0
GeIL Polaris RGB 16 GB,DDR5-5200,1 x 16GB,13.077 ns,34,,White,0,0,0
Kingston Fury Renegade RGB 16 GB,DDR4-3200,1 x 16GB,10 ns,16,,Black / Silver,0,0,0
Kingston Fury Renegade RGB 128 GB,DDR4-3200,4 x 32GB,10 ns,16,,Black / Silver,0,0,0
Kingston Fury Renegade RGB 256 GB,DDR4-3200,8 x 32GB,10 ns,16,,Black / Silver,0,0,0
Kingston Fury Renegade RGB 16 GB,DDR4-4600,2 x 8GB,8.261 ns,19,,Black / Silver,0,0,0
Addlink Spider 4 8 GB,DDR4-3200,1 x 8GB,10 ns,16,,Black,5,1,0
TEAMGROUP T-Force Vulcan Z 8 GB,DDR4-3000,1 x 8GB,10.667 ns,16,,Gray,0,0,0
TEAMGROUP T-Force Vulcan Z 64 GB,DDR4-2666,2 x 32GB,13.503 ns,18,,Gray,0,0,0
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-2666,1 x 16GB,12.003 ns,16,,Black,0,0,0
TEAMGROUP T-Force Delta RGB 64 GB,DDR4-3200,2 x 32GB,10 ns,16,,White,0,0,0
Kingston FURY Renegade 8 GB,DDR4-2666,1 x 8GB,9.752 ns,13,,Black,0,0,0
Kingston FURY Renegade 32 GB,DDR4-3200,4 x 8GB,10 ns,16,,Black,0,0,0
Kingston FURY Renegade 16 GB,DDR4-4600,2 x 8GB,8.261 ns,19,,Black,0,0,0
G.Skill Trident Z5 RGB 64 GB,DDR5-5600,2 x 32GB,10.714 ns,30,,White / Black,0,0,0
G.Skill Trident Z5 RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,,Black,5,1,0
G.Skill Trident Z5 RGB 32 GB,DDR5-5600,2 x 16GB,10.714 ns,30,,Black,5,1,0
G.Skill Trident Z5 RGB 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,,Black,0,0,0
G.Skill Trident Z5 RGB 32 GB,DDR5-6000,2 x 16GB,10.667 ns,32,,White / Black,0,0,0
Mushkin Redline Lumina 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black / Silver,0,0,0
ADATA XPG GAMMIX D20 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,Black / Silver,0,0,0
ADATA XPG GAMMIX D20 16 GB,DDR4-4133,2 x 8GB,9.194 ns,19,,Black / Silver,0,0,0
ADATA XPG GAMMIX D20 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Gray / Silver,0,0,0
TEAMGROUP T-Force Xtreem ARGB 16 GB,DDR4-4800,2 x 8GB,8.333 ns,20,,Black,0,0,0
Lexar Hades OC 16 GB,DDR4-3200,2 x 8GB,11.25 ns,18,,Gray / Black,5,1,0
Lexar Hades OC 8 GB,DDR4-3600,1 x 8GB,10 ns,18,,Gray / Black,0,0,0
Lexar Hades OC 16 GB,DDR4-3600,1 x 16GB,10 ns,18,,Gray / Black,0,0,0
TEAMGROUP T-Force Vulcan 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,,Red,0,0,0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,DDR4-2400,2 x 8GB,13.333 ns,16,,Black / Gold,0,0,0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,DDR4-3600,2 x 8GB,8.889 ns,16,,Black / Gold,0,0,0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,DDR4-3600,2 x 16GB,8.889 ns,16,,Black / Gold,0,0,0
ADATA XPG GAMMIX D45 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,White,0,0,0
ADATA XPG GAMMIX D45 16 GB,DDR4-3200,1 x 16GB,10 ns,16,,White,0,0,0
ADATA XPG GAMMIX D45 16 GB,DDR4-3200,1 x 16GB,10 ns,16,,Black,0,0,0
ADATA XPG SPECTRIX D50 16 GB,DDR4-3600,1 x 16GB,10 ns,18,,Black,0,0,0
ADATA XPG SPECTRIX D50 64 GB,DDR4-3200,2 x 32GB,10 ns,16,,Black,0,0,0
ADATA XPG SPECTRIX D50 16 GB,DDR4-4133,2 x 8GB,9.194 ns,19,,Black,0,0,0
ADATA XPG SPECTRIX D50 8 GB,DDR4-3600,1 x 8GB,10 ns,18,,White,0,0,0
Mushkin Redline Lumina 64 GB,DDR4-3200,2 x 32GB,8.75 ns,14,,White,0,0,0
Mushkin Redline 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,0,0,0
Mushkin Redline 64 GB,DDR4-2400,2 x 32GB,12.5 ns,15,,Black,0,0,0
Mushkin Redline 16 GB,DDR4-3200,2 x 8GB,8.75 ns,14,,White,0,0,0
Mushkin Silverline 8 GB,DDR4-2133,1 x 8GB,14.065 ns,15,$20.499,Silver,0,0,$163.99
Mushkin Proline 8 GB,DDR4-2400,1 x 8GB,14.167 ns,17,,,0,0,0
G.Skill Ripjaws V 16 GB,DDR4-3600,2 x 8GB,7.778 ns,14,,Red,0,0,0
G.Skill Ripjaws V 128 GB,DDR4-3600,4 x 32GB,8.889 ns,16,,Red,0,0,0
G.Skill Ripjaws V 8 GB,DDR4-2400,1 x 8GB,14.167 ns,17,,Red,0,0,0
G.Skill Sniper X 32 GB,DDR4-2400,4 x 8GB,14.167 ns,17,$8.041,Black / White,0,0,$257.31
G.Skill Sniper X 64 GB,DDR4-3600,4 x 16GB,10.556 ns,19,,Black / White,0,0,0
G.Skill Sniper X 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,White,0,0,0
G.Skill Trident Z Royal 32 GB,DDR4-4400,2 x 16GB,8.636 ns,19,,Silver,0,0,0
G.Skill Trident Z RGB 128 GB,DDR4-3200,4 x 32GB,8.75 ns,14,,,0,0,0
G.Skill F4-3866C19Q2-128GTZSW 128 GB,DDR4-3866,8 x 16GB,9.829 ns,19,,Gray / White,0,0,0
TEAMGROUP Elite Plus 32 GB,DDR5-6000,2 x 16GB,13.333 ns,40,,Black,0,0,0
Acer UD100 8 GB,DDR4-2666,1 x 8GB,14.254 ns,19,,Black,0,0,0
Acer Predator Vesta RGB 16 GB,DDR4-3200,2 x 8GB,11.25 ns,18,,Silver,0,0,0
Patriot Viper Steel 32 GB,DDR4-3000,1 x 32GB,10.667 ns,16,,Gray,0,0,0
Silicon Power SP064GBSFU266X22 64 GB,DDR4-2666,1 x 64GB,14.254 ns,19,,,0,0,0
Corsair Dominator Platinum RGB 64 GB,DDR5-5200,2 x 32GB,15.385 ns,40,,Gray / Black,0,0,0
G.Skill Trident Z5 RGB 64 GB,DDR5-6000,2 x 32GB,10.667 ns,32,,Black / White,0,0,0
TEAMGROUP Night Hawk RGB Gen 2 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black,0,0,0
Corsair Vengeance 64 GB,DDR5-5600,2 x 32GB,12.857 ns,36,,Gray,0,0,0
Thermaltake TOUGHRAM XG RGB 32 GB,DDR4-4000,2 x 16GB,9.5 ns,19,,White / Silver,0,0,0
ADATA XPG Z1 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black,0,0,0
ADATA XPG GAMMIX D30 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Red / Silver,0,0,0
ADATA XPG GAMMIX D30 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Silver / Black,0,0,0
Corsair Dominator Platinum RGB 64 GB,DDR5-5600,2 x 32GB,14.286 ns,40,,Black,0,0,0
Timetec PINNACLE Konduit RGB 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,White,0,0,0
Neo Forza FAYE 16 GB,DDR4-5000,2 x 8GB,7.6 ns,19,,Black / Silver,0,0,0
TEAMGROUP Elite Plus 8 GB,DDR5-5200,1 x 8GB,16.154 ns,42,,Black,0,0,0
PROXMEM KERBEROS 32 GB,DDR4-3200,2 x 16GB,11.25 ns,18,,Black / Silver,0,0,0
Timetec PINNACLE Konduit RGB 16 GB,DDR4-3200,1 x 16GB,10 ns,16,,Black,0,0,0
Timetec PINNACLE Konduit RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,Black,0,0,0
ADATA XPG CASTER RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,,Black / Silver,0,0,0
TEAMGROUP T-Force Vulcanα 8 GB,DDR5-5200,1 x 8GB,14.615 ns,38,,Red,0,0,0
Crucial Ballistix MAX RGB 16 GB,DDR4-4400,2 x 8GB,8.636 ns,19,,Black,0,0,0
Mushkin Enhanced Redline Stiletto 64 GB,DDR4-3200,2 x 32GB,8.75 ns,14,,Black,0,0,0
Mushkin Enhanced Redline Stiletto 32 GB,DDR4-3200,2 x 16GB,8.75 ns,14,,Black,0,0,0
OLOy WarHawk RGB 16 GB,DDR4-4000,2 x 8GB,9 ns,18,,White / Silver,0,0,0
GeIL ORION V RGB 16 GB,DDR5-5600,1 x 16GB,13.571 ns,38,,Red,0,0,0
GeIL ORION V RGB 32 GB,DDR5-7200,2 x 16GB,10 ns,36,,Black,0,0,0
TEAMGROUP Elite Plus 4 GB,DDR4-2133,1 x 4GB,14.065 ns,15,,Red / Black,0,0,0
TEAMGROUP Elite Plus 32 GB,DDR4-3200,2 x 16GB,13.75 ns,22,,Red / Black,0,0,0
TEAMGROUP Elite Plus 16 GB,DDR4-3200,2 x 8GB,13.75 ns,22,,Red / Black,0,0,0
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,DDR5-6400,1 x 16GB,12.5 ns,40,,Black,0,0,0
ADATA XPG SPECTRIX D41 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black,0,0,0
Klevv CRAS XR5 RGB 32 GB,DDR5-7000,2 x 16GB,10.286 ns,36,,White / Black,0,0,0
Klevv CRAS XR5 RGB 32 GB,DDR5-6000,2 x 16GB,13.333 ns,40,,White / Black,4,1,0
GeIL EVO V RGB 16 GB,DDR5-4800,1 x 16GB,16.667 ns,40,,White,0,0,0
ADATA XPG LANCER RGB 16 GB,DDR5-5600,1 x 16GB,12.857 ns,36,,Black,0,0,0
ADATA XPG LANCER RGB 16 GB,DDR5-7200,1 x 16GB,9.444 ns,34,,White,0,0,0
Netac Shadow II 8 GB,DDR4-3600,1 x 8GB,10 ns,18,,Black,0,0,0
Samsung M393B1G70BH0-CK0 8 GB,DDR3-1600,1 x 8GB,13.75 ns,11,,Green,0,0,0
TEAMGROUP T-Force Vulcan 32 GB,DDR5-4800,2 x 16GB,15.833 ns,38,,Black,0,0,0
TEAMGROUP T-Force Vulcan 16 GB,DDR5-4800,1 x 16GB,15.833 ns,38,,Red,0,0,0
Lexar Ares RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,White,0,0,0
GeIL EVO X II AMD 4 GB,DDR4-3600,1 x 4GB,7.778 ns,14,,Black,0,0,0
GeIL EVO X II AMD 16 GB,DDR4-3200,1 x 16GB,13.75 ns,22,,Black,0,0,0
ADATA XPG GAMMIX D10 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,White,0,0,0
VisionTek 901349 8 GB,DDR4-3200,1 x 8GB,13.75 ns,22,,Black,0,0,0
Mushkin Enhanced Essentials 64 GB,DDR4-2933,2 x 32GB,14.32 ns,21,,Black,0,0,0
G.Skill Ripjaws X 8 GB,DDR3-2400,1 x 8GB,9.167 ns,11,,Blue,0,0,0
Mushkin Redline Pro 16 GB,DDR5-4800,1 x 16GB,16.667 ns,40,,Black,0,0,0
Mushkin Redline Lumina White 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,White,0,0,0
Mushkin Redline Pro 32 GB,DDR5-5600,1 x 32GB,16.429 ns,46,,Black / White,0,0,0
Mushkin MES4S266KF8GX2 16 GB,DDR4-2666,2 x 8GB,14.254 ns,19,$6.687,,0,0,$106.99
Acer Predator Vesta II RGB 64 GB,DDR5-6000,2 x 32GB,10.667 ns,32,,Silver,0,0,0
Acer Predator Vesta II RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,,Silver,0,0,0
Acer Predator Vesta II RGB 32 GB,DDR5-6000,2 x 16GB,10.667 ns,32,,Silver,0,0,0
Acer Predator Vesta II RGB 32 GB,DDR5-6000,2 x 16GB,10.667 ns,32,,Black,0,0,0
Acer Predator Vesta II RGB 32 GB,DDR5-6000,2 x 16GB,11.333 ns,34,,Silver,0,0,0
Acer Predator Hermes RGB 48 GB,DDR5-7200,2 x 24GB,10 ns,36,,Silver,0,0,0
Acer Predator Hermes RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,,Black,0,0,0
V-Color TRA548G56D846Q 192 GB,DDR5-5600,4 x 48GB,16.429 ns,46,,White,0,0,0
Kingston Fury Renegade RGB 16 GB,DDR5-7600,1 x 16GB,10 ns,38,,Silver / White,0,0,0
ADATA XPG SPECTRIX D35G RGB 32 GB,DDR4-3200,1 x 32GB,10 ns,16,,White,0,0,0
TEAMGROUP T-Force Delta RGB Eco 64 GB,DDR5-6000,2 x 32GB,12.667 ns,38,,Silver,0,0,0
Silicon Power XPOWER Storm RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,,Black,0,0,0
Silicon Power XPOWER Storm RGB 16 GB,DDR5-6400,1 x 16GB,10 ns,32,,Black,0,0,0
TEAMGROUP T-Force DELTAα RGB 32 GB,DDR5-6000,2 x 16GB,12.667 ns,38,,White,0,0,0
TEAMGROUP Xtreem 48 GB,DDR5-7200,2 x 24GB,9.444 ns,34,,Black,0,0,0
TEAMGROUP T-Force Delta RGB 64 GB,DDR5-6000,2 x 32GB,11.333 ns,34,,Black,0,0,0
TEAMGROUP T-Force Delta RGB 16 GB,DDR5-6000,1 x 16GB,12.667 ns,38,,Black,0,0,0
TEAMGROUP T-Force Delta RGB 16 GB,DDR5-5200,1 x 16GB,15.385 ns,40,,Black,0,0,0
TEAMGROUP T-Force Delta RGB 96 GB,DDR5-6400,2 x 48GB,10 ns,32,,White,0,0,0
TEAMGROUP T-Force Delta RGB 64 GB,DDR5-6000,2 x 32GB,11.333 ns,34,,White,0,0,0
TEAMGROUP T-Force Vulcanα 64 GB,DDR5-5600,2 x 32GB,12.857 ns,36,,Red,0,0,0
TEAMGROUP Xtreem ARGB 96 GB,DDR5-6800,2 x 48GB,10.588 ns,36,,White,0,0,0
TEAMGROUP Elite Plus 64 GB,DDR5-6400,2 x 32GB,16.25 ns,52,,Black,0,0,0
TEAMGROUP Elite Plus 32 GB,DDR5-6400,2 x 16GB,16.25 ns,52,,Black,0,0,0
Klevv CRAS V RGB 48 GB,DDR5-6400,2 x 24GB,10 ns,32,,Black,0,0,0
Acer Predator Hera RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,,Silver,0,0,0
Lexar Ares RGB 2nd Gen 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,,Black,0,0,0
Lexar Ares RGB 2nd Gen 32 GB,DDR5-6800,2 x 16GB,10 ns,34,,Silver,0,0,0
Biwin Black Opal DW100 RGB 32 GB,DDR5-8200,2 x 16GB,9.268 ns,38,,Black,0,0,0
ADATA XPG Lancer Blade 32 GB,DDR5-6000,2 x 16GB,11.333 ns,34,,White,0,0,0
Thermaltake TOUGHRAM RGB D5 48 GB,DDR5-6400,2 x 24GB,10 ns,32,,Black / Silver,0,0,0
Klevv BOLT V 64 GB,DDR5-6400,2 x 32GB,10 ns,32,,Black,0,0,0
TEAMGROUP T-Create Expert 32 GB,DDR5-6000,2 x 16GB,11.333 ns,34,,Black / Gold,0,0,0
V-Color TE524G76S836SKK 48 GB,DDR5-7600,2 x 24GB,9.474 ns,36,,White,0,0,0
Silicon Power XPOWER Cyclone RGB 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,,White,0,0,0
ADATA XPG Lancer Blade RGB 8 GB,DDR5-5600,1 x 8GB,16.429 ns,46,,Black,0,0,0
ADATA XPG Lancer Blade RGB 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,,Black,0,0,0
ADATA XPG Lancer Blade RGB 8 GB,DDR5-5600,1 x 8GB,16.429 ns,46,,White,0,0,0
G.Skill Aegis 5 64 GB,DDR5-5600,2 x 32GB,12.857 ns,36,,Black / Red,0,0,0
G.Skill Aegis 5 32 GB,DDR5-5200,1 x 32GB,13.846 ns,36,,Black / Red,0,0,0
V-Color Manta XSky RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,Silver,0,0,0
Silicon Power XPOWER Pulse Gaming 32 GB,DDR5-5600,1 x 32GB,14.286 ns,40,,Black / White,0,0,0
Crucial CT2K16G4SFD8266 32 GB,DDR4-2666,2 x 16GB,14.254 ns,19,$5.843,Green / Black,0,0,$186.99
Mushkin MES4S266KF32GX2 64 GB,DDR4-2666,2 x 32GB,14.254 ns,19,$5.547,,0,0,$354.99
G.Skill Ripjaws 8 GB,DDR3-1600,1 x 8GB,11.25 ns,9,$4.624,,0,0,$36.99
Crucial CT204864BF160B 16 GB,DDR3-1600,1 x 16GB,13.75 ns,11,$8.748,Black / Green,0,0,$139.97
Crucial CT16G4SFD8266 16 GB,DDR4-2666,1 x 16GB,14.254 ns,19,$5.569,Green / Black,0,0,$89.10
Kingston FURY Impact 16 GB,DDR4-2666,1 x 16GB,11.253 ns,15,,Black,0,0,0
Patriot Signature Line 16 GB,DDR5-4800,1 x 16GB,19.167 ns,46,,Black,0,0,0
Kingston KVR16N11H/8 8 GB,DDR3-1600,1 x 8GB,13.75 ns,11,$6.544,Green,0,0,$52.35
G.Skill F3-1600C9D-8GSL 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,$3.084,Green,0,0,$24.67
Kingston FURY Impact 32 GB,DDR4-2666,2 x 16GB,11.253 ns,15,,Black,0,0,0
Kingston KVR16S11K2/16 16 GB,DDR3-1600,2 x 8GB,13.75 ns,11,$3.749,Green,0,0,$59.99
G.Skill Ripjaws 16 GB,DDR3-1866,2 x 8GB,11.79 ns,11,$3.854,,0,0,$61.66
Crucial CT2K8G3S160BM 16 GB,DDR3-1600,2 x 8GB,13.75 ns,11,$3.111,Black / Green,0,0,$49.77
Kingston ValueRAM 64 GB,DDR3-1600,4 x 16GB,13.75 ns,11,,Green,0,0,0
G.Skill Trident Z5 RGB 48 GB,DDR5-6000,2 x 24GB,13.333 ns,40,$18.556,Black,0,0,$890.67
Crucial CT16G3R186DM 16 GB,DDR3-1866,1 x 16GB,13.934 ns,13,$3.437,Black / Green,0,0,$54.99
G.Skill Trident Z 32 GB,DDR4-3300,4 x 8GB,9.697 ns,16,$7.469,Red / Silver,0,0,$239.00
G.Skill Ripjaws 8 GB,DDR4-2666,1 x 8GB,14.254 ns,19,$8.494,Green,0,0,$67.95
Silicon Power SP032GBSFU266X22 32 GB,DDR4-2666,2 x 16GB,14.254 ns,19,,,0,0,0
Silicon Power XPOWER Storm RGB 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,,Black,0,0,0
Mushkin Silverline 24 GB,DDR3-1333,3 x 8GB,13.503 ns,9,,Gray / Silver,0,0,0
Samsung M393A1G43DB0-CPB0 8 GB,DDR4-2133,1 x 8GB,14.065 ns,15,$5.938,Black / Green,0,0,$47.50
Crucial CT8G4RFD8213 8 GB,DDR4-2133,1 x 8GB,14.065 ns,15,$4.999,Black / Green,0,0,$39.99
PNY Anarchy X 16 GB,DDR3-2666,2 x 8GB,9.002 ns,12,,Black / Red,0,0,$144.99
Kingston HyperX Impact 16 GB,DDR4-2666,2 x 8GB,11.253 ns,15,,Black,0,0,0
Kingston Fury Renegade RGB 32 GB,DDR4-3200,1 x 32GB,10 ns,16,,Black / Silver,0,0,0
Kingston FURY Renegade 64 GB,DDR4-2666,2 x 32GB,11.253 ns,15,,Black,0,0,0
Kingston FURY Renegade 128 GB,DDR4-2666,4 x 32GB,11.253 ns,15,,Black,0,0,0
Patriot Signature Line 16 GB,DDR4-2666,1 x 16GB,14.254 ns,19,$8.541,,0,0,$136.66
TEAMGROUP T-Create Classic 16 GB,DDR5-5600,1 x 16GB,16.429 ns,46,,Black,0,0,0
Corsair VS2GB800D2 2 GB,DDR2-800,1 x 2GB,12.5 ns,5,,Green,0,0,0
Crucial CT2KIT102464BF1339 16 GB,DDR3-1333,2 x 8GB,13.503 ns,9,$4.374,Green,0,0,$69.98
G.Skill Ripjaws Z 32 GB,DDR3-2133,8 x 4GB,8.439 ns,9,,Black / Blue,0,0,0
Corsair CMV8GX3M2A1600C11 8 GB,DDR3-1600,2 x 4GB,13.75 ns,11,,Green,4,6,$45.99
Corsair Mac Memory 8 GB,DDR3-1066,2 x 4GB,13.133 ns,7,$5.154,Black / Green,0,0,$41.23
IBM 00D4968 16 GB,DDR3-1600,1 x 16GB,13.75 ns,11,$4.686,Black / Green,0,0,$74.98
Mushkin 992082 32 GB,DDR3-1333,1 x 32GB,13.503 ns,9,$4.968,Silver,0,0,$158.99
Kingston KVR13LR9D4/16 16 GB,DDR3-1333,1 x 16GB,13.503 ns,9,$3.062,Green,0,0,$48.99
Crucial CT8G4WFS824A 8 GB,DDR4-2400,1 x 8GB,14.167 ns,17,,Green,0,0,0
Kingston KTD-PE426S8/8G 8 GB,DDR4-2666,1 x 8GB,14.254 ns,19,$6.059,Green / Black,0,0,$48.47
G.Skill Ripjaws 16 GB,DDR4-2666,2 x 8GB,14.254 ns,19,$6.874,Green,0,0,$109.99
G.Skill Trident Z RGB 16 GB,DDR4-4000,2 x 8GB,9 ns,18,,Gold,0,0,0
G.Skill Trident Z Neo 256 GB,DDR4-2666,8 x 32GB,13.503 ns,18,,Black / Silver,0,0,0
Corsair Vengeance RGB RT 32 GB,DDR4-3600,4 x 8GB,10 ns,18,,White / Black,0,0,0
G.Skill Trident Z Royal Elite 32 GB,DDR4-3600,2 x 16GB,7.778 ns,14,,Gold,0,0,0
Corsair Vengeance RGB RT 64 GB,DDR4-3200,4 x 16GB,10 ns,16,,Black,0,0,0
